Date,Year,Month,Month_Name,Quarter,Station,Energy_kWh,Volume_m3,Runtime_hrs,Flow_Rate_m3hr,Avg_Power_kW,Power_Factor,Energy_Intensity_kWh_m3,Efficiency_Class,Cost_KShs,Is_Anomaly,Anomaly_Type,Data_Source,MSP_m3,AGO_m3,JETA1_m3
2025-07-01,2025,7,Jul,Q3,PS5,2140092,751134.0,3016.0,249.0,709.6,0.908,2.8491,Efficient,48152081,0,None,Synthetic (derived from real EI ratios),322988,338010,90136
2025-07-01,2025,7,Jul,Q3,PS7,2136858,751134.0,2894.0,259.5,738.4,0.916,2.8448,Efficient,48079315,0,None,Synthetic (derived from real EI ratios),322988,338010,90136
2025-08-01,2025,8,Aug,Q3,PS1,2331466,781426.5,3090.9,252.8,754.3,0.89,2.9836,Efficient,52457988,0,None,Synthetic (derived from real EI ratios),336013,351642,93771
2025-08-01,2025,8,Aug,Q3,PS3,2037795,781426.5,3156.5,247.6,645.6,0.899,2.6078,Efficient,45850390,0,None,Synthetic (derived from real EI ratios),336013,351642,93771
2025-08-01,2025,8,Aug,Q3,PS5,2256060,781426.5,3178.5,245.8,709.8,0.921,2.8871,Efficient,50761342,0,None,Synthetic (derived from real EI ratios),336013,351642,93771
2025-08-01,2025,8,Aug,Q3,PS7,2129186,781426.5,3183.5,245.5,668.8,0.977,2.7247,Efficient,47906687,0,None,Synthetic (derived from real EI ratios),336013,351642,93771
2025-09-01,2025,9,Sep,Q3,PS1,2214119,741159.1,2920.5,253.8,758.1,0.897,2.9874,Efficient,49817685,0,None,Synthetic (derived from real EI ratios),318698,333522,88939
2025-09-01,2025,9,Sep,Q3,PS3,1931004,741159.1,2920.7,253.8,661.1,0.937,2.6054,Efficient,43447589,0,None,Synthetic (derived from real EI ratios),318698,333522,88939
2025-09-01,2025,9,Sep,Q3,PS5,2060595,741159.1,2931.2,252.9,703.0,0.912,2.7802,Efficient,46363385,0,None,Synthetic (derived from real EI ratios),318698,333522,88939
2025-09-01,2025,9,Sep,Q3,PS7,1910726,741159.1,2961.8,250.2,645.1,0.891,2.578,Efficient,42991345,0,None,Synthetic (derived from real EI ratios),318698,333522,88939
2025-10-01,2025,10,Oct,Q4,PS1,2494212,826477.9,3419.5,241.7,729.4,0.895,3.0179,Moderate,56119776,0,None,Synthetic (derived from real EI ratios),355386,371915,99177
2025-10-01,2025,10,Oct,Q4,PS3,2070696,826477.9,3302.8,250.2,627.0,0.914,2.5054,Efficient,46590667,0,None,Synthetic (derived from real EI ratios),355386,371915,99177
2025-10-01,2025,10,Oct,Q4,PS5,2347381,826477.9,3344.5,247.1,701.9,0.905,2.8402,Efficient,52816081,0,None,Synthetic (derived from real EI ratios),355386,371915,99177
2025-10-01,2025,10,Oct,Q4,PS7,2205461,826477.9,3213.3,257.2,686.4,0.927,2.6685,Efficient,49622866,0,None,Synthetic (derived from real EI ratios),355386,371915,99177
2025-11-01,2025,11,Nov,Q4,PS1,2490404,839001.8,3369.7,249.0,739.1,0.963,2.9683,Efficient,56034096,0,None,Synthetic (derived from real EI ratios),360771,377551,100680
2025-11-01,2025,11,Nov,Q4,PS3,2124503,839001.8,3397.0,247.0,625.4,0.974,2.5322,Efficient,47801324,0,None,Synthetic (derived from real EI ratios),360771,377551,100680
2025-11-01,2025,11,Nov,Q4,PS5,2294704,839001.8,3366.5,249.2,681.6,0.937,2.735,Efficient,51630837,0,None,Synthetic (derived from real EI ratios),360771,377551,100680
2025-11-01,2025,11,Nov,Q4,PS7,2194974,839001.8,3383.9,247.9,648.7,0.9,2.6162,Efficient,49386905,0,None,Synthetic (derived from real EI ratios),360771,377551,100680
2025-12-01,2025,12,Dec,Q4,PS1,2439938,830325.5,3349.5,247.9,728.4,0.947,2.9385,Efficient,54898599,0,None,Synthetic (derived from real EI ratios),357040,373646,99639
2025-12-01,2025,12,Dec,Q4,PS3,2116756,830325.5,3343.1,248.4,633.2,0.919,2.5493,Efficient,47627009,0,None,Synthetic (derived from real EI ratios),357040,373646,99639
2025-12-01,2025,12,Dec,Q4,PS5,2138667,830325.5,3389.6,245.0,630.9,0.926,2.5757,Efficient,48119997,0,None,Synthetic (derived from real EI ratios),357040,373646,99639
2025-12-01,2025,12,Dec,Q4,PS7,2143123,830325.5,3213.6,258.4,666.9,0.903,2.5811,Efficient,48220257,0,None,Synthetic (derived from real EI ratios),357040,373646,99639
2026-01-01,2026,1,Jan,Q1,PS1,2281752,790276.6,3109.5,254.1,733.8,0.974,2.8873,Efficient,51339420,0,None,Actual KPLC Billing,339819,355624,94833
2026-01-01,2026,1,Jan,Q1,PS3,1880916,790276.6,3307.4,238.9,568.7,0.957,2.3801,Efficient,42320610,0,None,Actual KPLC Billing,339819,355624,94833
2026-01-01,2026,1,Jan,Q1,PS5,2176308,790276.6,3257.4,242.6,668.1,0.928,2.7539,Efficient,48966930,0,None,Actual KPLC Billing,339819,355624,94833
2026-01-01,2026,1,Jan,Q1,PS7,2038182,790276.6,3090.4,255.7,659.5,0.968,2.5791,Efficient,45859095,0,None,Actual KPLC Billing,339819,355624,94833
2026-02-01,2026,2,Feb,Q1,PS1,2316759,737747.2,2914.1,253.2,795.0,0.974,3.1403,Moderate,52127078,0,None,Actual KPLC Billing,317231,331986,88530
2026-02-01,2026,2,Feb,Q1,PS3,2207166,737747.2,2822.8,261.4,781.9,0.967,2.9918,Efficient,49661235,0,None,Actual KPLC Billing,317231,331986,88530
2026-02-01,2026,2,Feb,Q1,PS5,2122656,737747.2,2978.4,247.7,712.7,0.935,2.8772,Efficient,47759760,0,None,Actual KPLC Billing,317231,331986,88530
2026-02-01,2026,2,Feb,Q1,PS7,1977528,737747.2,3002.0,245.8,658.7,0.965,2.6805,Efficient,44494380,0,None,Actual KPLC Billing,317231,331986,88530
2026-03-01,2026,3,Mar,Q1,PS1,2682603,859750.9,3434.1,250.4,781.2,0.966,3.1202,Moderate,60358568,0,None,Actual KPLC Billing,369693,386888,103170
2026-03-01,2026,3,Mar,Q1,PS3,1887042,859750.9,3472.2,247.6,543.5,0.973,2.1949,Efficient,42458445,0,None,Actual KPLC Billing,369693,386888,103170
2026-03-01,2026,3,Mar,Q1,PS5,2484672,859750.9,3369.1,255.2,737.5,0.927,2.89,Efficient,55905120,0,None,Actual KPLC Billing,369693,386888,103170
2026-03-01,2026,3,Mar,Q1,PS7,2415570,859750.9,3474.4,247.4,695.2,0.971,2.8096,Efficient,54350325,0,None,Actual KPLC Billing,369693,386888,103170
2026-04-01,2026,4,Apr,Q2,PS1,2228373,725861.6,2919.2,248.7,763.3,0.968,3.07,Moderate,50138392,0,None,Actual KPLC Billing,312120,326638,87103
2026-04-01,2026,4,Apr,Q2,PS3,2098908,725861.6,2961.4,245.1,708.8,0.929,2.8916,Efficient,47225430,0,None,Actual KPLC Billing,312120,326638,87103
2026-04-01,2026,4,Apr,Q2,PS5,2040162,725861.6,2860.1,253.8,713.3,0.963,2.8107,Efficient,45903645,0,None,Actual KPLC Billing,312120,326638,87103
2026-04-01,2026,4,Apr,Q2,PS7,1949652,725861.6,2958.0,245.4,659.1,0.958,2.686,Efficient,43867170,0,None,Actual KPLC Billing,312120,326638,87103
2026-05-01,2026,5,May,Q2,PS1,2138895,756709.9,3002.0,252.1,712.5,0.935,2.8266,Efficient,48125138,0,None,Actual KPLC Billing,325385,340519,90805
2026-05-01,2026,5,May,Q2,PS3,1842234,756709.9,2917.3,259.4,631.5,0.941,2.4345,Efficient,41450265,0,None,Actual KPLC Billing,325385,340519,90805
2026-05-01,2026,5,May,Q2,PS5,2011398,756709.9,3138.5,241.1,640.9,0.948,2.6581,Efficient,45256455,0,None,Actual KPLC Billing,325385,340519,90805
2026-05-01,2026,5,May,Q2,PS7,1904724,756709.9,2938.9,257.5,648.1,0.977,2.5171,Efficient,42856290,0,None,Actual KPLC Billing,325385,340519,90805
2026-06-01,2026,6,Jun,Q2,PS1,2354868,771590.6,3069.2,251.4,767.3,0.95,3.052,Moderate,52984530,0,None,Actual KPLC Billing,331784,347216,92591
2026-06-01,2026,6,Jun,Q2,PS3,2021910,771590.6,3157.4,244.4,640.4,0.957,2.6204,Efficient,45492975,0,None,Actual KPLC Billing,331784,347216,92591
2026-06-01,2026,6,Jun,Q2,PS5,2228940,771590.6,3079.6,250.5,723.8,0.962,2.8888,Efficient,50151150,0,None,Actual KPLC Billing,331784,347216,92591
2026-06-01,2026,6,Jun,Q2,PS7,2136456,771590.6,3042.2,253.6,702.3,0.975,2.7689,Efficient,48070260,0,None,Actual KPLC Billing,331784,347216,92591
