Date,Year,Month,Month_Name,Quarter,Station,Energy_kWh,Volume_m3,Runtime_hrs,Flow_Rate_m3hr,Avg_Power_kW,Power_Factor,Energy_Intensity_kWh_m3,Efficiency_Class,Is_Anomaly,Anomaly_Type,Anomaly_Notes
2020-01-01,2020,1,Jan,Q1,PS7,1739242.0,338491.0,465.4,727.3,3737.1,0.9661,5.1382,Efficient,0,Normal,Normal operation
2020-02-01,2020,2,Feb,Q1,PS7,1877528.0,353867.0,512.5,690.5,3663.7,0.9602,5.3057,Efficient,0,Normal,Normal operation
2020-03-01,2020,3,Mar,Q1,PS7,1975945.0,370682.0,536.5,690.9,3682.7,0.9403,5.3306,Efficient,0,Normal,Normal operation
2020-04-01,2020,4,Apr,Q2,PS7,2202544.0,281516.0,720.0,391.0,3059.1,0.9121,7.8239,Inefficient,1,Pump_Failure_Indicator,Abnormal vibration; cavitation/seal failure signs
2020-05-01,2020,5,May,Q2,PS7,2293927.0,416019.0,620.2,670.8,3698.8,0.9702,5.514,Moderate,0,Normal,Normal operation
2020-06-01,2020,6,Jun,Q2,PS7,2124720.0,405273.0,595.2,680.9,3569.9,0.9554,5.2427,Efficient,0,Normal,Normal operation
2020-07-01,2020,7,Jul,Q3,PS7,2234231.0,418112.0,594.8,703.0,3756.3,0.9437,5.3436,Efficient,0,Normal,Normal operation
2020-08-01,2020,8,Aug,Q3,PS7,2047036.0,392608.0,560.6,700.3,3651.6,0.9347,5.2139,Efficient,0,Normal,Normal operation
2020-09-01,2020,9,Sep,Q3,PS7,1914669.0,367193.0,564.7,650.3,3390.7,0.9945,5.2143,Efficient,0,Normal,Normal operation
2020-10-01,2020,10,Oct,Q4,PS7,1863787.0,356447.0,518.8,687.0,3592.4,0.9655,5.2288,Efficient,0,Normal,Normal operation
2020-11-01,2020,11,Nov,Q4,PS7,1870073.0,331424.0,493.9,671.1,3786.6,0.9536,5.6425,Moderate,0,Normal,Normal operation
2020-12-01,2020,12,Dec,Q4,PS7,1809488.0,339194.0,472.8,717.5,3827.6,0.9816,5.3347,Efficient,0,Normal,Normal operation
2021-01-01,2021,1,Jan,Q1,PS7,1796518.0,331013.0,519.4,637.3,3458.8,0.9466,5.4273,Efficient,0,Normal,Normal operation
2021-02-01,2021,2,Feb,Q1,PS7,1938168.0,357559.0,531.0,673.3,3649.7,0.9314,5.4206,Efficient,0,Normal,Normal operation
2021-03-01,2021,3,Mar,Q1,PS7,1971634.0,369183.0,545.8,676.4,3612.3,0.9643,5.3405,Efficient,0,Normal,Normal operation
2021-04-01,2021,4,Apr,Q2,PS7,2153628.0,398922.0,562.6,709.1,3828.1,0.9642,5.3986,Efficient,0,Normal,Normal operation
2021-05-01,2021,5,May,Q2,PS7,2283313.0,418449.0,623.1,671.6,3664.5,0.9619,5.4566,Efficient,0,Normal,Normal operation
2021-06-01,2021,6,Jun,Q2,PS7,2269843.0,419439.0,590.9,709.8,3841.2,0.9581,5.4116,Efficient,0,Normal,Normal operation
2021-07-01,2021,7,Jul,Q3,PS7,2178044.0,416144.0,588.0,707.8,3704.4,0.9708,5.2339,Efficient,0,Normal,Normal operation
2021-08-01,2021,8,Aug,Q3,PS7,2648009.0,385259.0,622.5,618.9,4254.1,0.9354,6.8733,Moderate,1,Equipment_Degradation,Increased bearing friction; pump curve shift
2021-09-01,2021,9,Sep,Q3,PS7,2058726.0,382506.0,542.4,705.2,3795.3,0.9481,5.3822,Efficient,0,Normal,Normal operation
2021-10-01,2021,10,Oct,Q4,PS7,1885029.0,349024.0,512.6,680.8,3677.1,0.9478,5.4009,Efficient,0,Normal,Normal operation
2021-11-01,2021,11,Nov,Q4,PS7,1853338.0,346075.0,479.8,721.3,3862.9,0.9484,5.3553,Efficient,0,Normal,Normal operation
2021-12-01,2021,12,Dec,Q4,PS7,1880405.0,341576.0,487.4,700.8,3858.1,0.9327,5.5051,Moderate,0,Normal,Normal operation
2022-01-01,2022,1,Jan,Q1,PS7,2152063.0,338165.0,506.7,667.3,4246.9,0.891,6.3639,Moderate,1,Power_Quality_Issue,Low power factor; voltage sags from KPLC grid
2022-02-01,2022,2,Feb,Q1,PS7,1973191.0,348362.0,538.8,646.5,3662.1,0.9496,5.6642,Moderate,0,Normal,Normal operation
2022-03-01,2022,3,Mar,Q1,PS7,2073138.0,371436.0,572.6,648.6,3620.4,0.9472,5.5814,Moderate,0,Normal,Normal operation
2022-04-01,2022,4,Apr,Q2,PS7,2062947.0,394139.0,579.8,679.8,3558.2,0.9412,5.2341,Efficient,0,Normal,Normal operation
2022-05-01,2022,5,May,Q2,PS7,2189943.0,405938.0,596.8,680.2,3669.5,0.9585,5.3948,Efficient,0,Normal,Normal operation
2022-06-01,2022,6,Jun,Q2,PS7,2387123.0,432404.0,602.3,717.9,3963.2,0.9518,5.5206,Moderate,0,Normal,Normal operation
2022-07-01,2022,7,Jul,Q3,PS7,2180069.0,413575.0,618.7,668.5,3523.8,0.9607,5.2713,Efficient,0,Normal,Normal operation
2022-08-01,2022,8,Aug,Q3,PS7,2171332.0,398832.0,591.8,673.9,3668.8,0.9918,5.4442,Efficient,0,Normal,Normal operation
2022-09-01,2022,9,Sep,Q3,PS7,1974623.0,369898.0,543.5,680.6,3633.1,0.9467,5.3383,Efficient,0,Normal,Normal operation
2022-10-01,2022,10,Oct,Q4,PS7,1940950.0,347401.0,536.3,647.7,3619.0,0.9464,5.5871,Moderate,0,Normal,Normal operation
2022-11-01,2022,11,Nov,Q4,PS7,1763403.0,329370.0,501.4,656.9,3516.7,0.9645,5.3539,Efficient,0,Normal,Normal operation
2022-12-01,2022,12,Dec,Q4,PS7,1860197.0,331623.0,462.9,716.5,4019.0,0.9819,5.6094,Moderate,0,Normal,Normal operation
2023-01-01,2023,1,Jan,Q1,PS7,1808449.0,331127.0,488.7,677.5,3700.2,0.96,5.4615,Efficient,0,Normal,Normal operation
2023-02-01,2023,2,Feb,Q1,PS7,1935348.0,357768.0,549.1,651.6,3524.9,0.943,5.4095,Efficient,0,Normal,Normal operation
2023-03-01,2023,3,Mar,Q1,PS7,1976438.0,363965.0,541.2,672.6,3652.2,0.9819,5.4303,Efficient,0,Normal,Normal operation
2023-04-01,2023,4,Apr,Q2,PS7,2138233.0,393359.0,588.7,668.2,3632.0,0.9728,5.4358,Efficient,0,Normal,Normal operation
2023-05-01,2023,5,May,Q2,PS7,2337053.0,434187.0,601.8,721.5,3883.6,0.9707,5.3826,Efficient,0,Normal,Normal operation
2023-06-01,2023,6,Jun,Q2,PS7,2517673.0,375055.0,720.0,520.9,3496.8,0.9196,6.7128,Moderate,1,Off_BEP_Operation,Pump operated far from best efficiency point
2023-07-01,2023,7,Jul,Q3,PS7,2322449.0,418696.0,626.6,668.2,3706.4,0.9626,5.5469,Moderate,0,Normal,Normal operation
2023-08-01,2023,8,Aug,Q3,PS7,2281011.0,406033.0,603.4,672.9,3780.5,0.9647,5.6178,Moderate,0,Normal,Normal operation
2023-09-01,2023,9,Sep,Q3,PS7,2092606.0,373663.0,555.0,673.3,3770.6,0.9427,5.6002,Moderate,0,Normal,Normal operation
2023-10-01,2023,10,Oct,Q4,PS7,1941624.0,355449.0,513.8,691.8,3778.9,0.9742,5.4624,Efficient,0,Normal,Normal operation
2023-11-01,2023,11,Nov,Q4,PS7,1788836.0,337558.0,496.2,680.3,3604.9,0.9662,5.2994,Efficient,0,Normal,Normal operation
2023-12-01,2023,12,Dec,Q4,PS7,1819649.0,335164.0,519.2,645.6,3504.9,0.9583,5.4291,Efficient,0,Normal,Normal operation
2024-01-01,2024,1,Jan,Q1,PS7,1844990.0,338024.0,519.4,650.8,3552.3,0.9592,5.4582,Efficient,0,Normal,Normal operation
2024-02-01,2024,2,Feb,Q1,PS7,1936752.0,357363.0,522.9,683.4,3703.8,0.9579,5.4196,Efficient,0,Normal,Normal operation
2024-03-01,2024,3,Mar,Q1,PS7,2106910.0,383589.0,538.0,713.0,3916.0,0.9445,5.4926,Efficient,0,Normal,Normal operation
2024-04-01,2024,4,Apr,Q2,PS7,2203470.0,407060.0,563.9,721.9,3907.6,0.9607,5.4131,Efficient,0,Normal,Normal operation
2024-05-01,2024,5,May,Q2,PS7,2310372.0,426495.0,610.2,699.0,3786.4,0.9832,5.4171,Efficient,0,Normal,Normal operation
2024-06-01,2024,6,Jun,Q2,PS7,2262652.0,408416.0,587.2,695.5,3853.3,0.9475,5.5401,Moderate,0,Normal,Normal operation
2024-07-01,2024,7,Jul,Q3,PS7,2240046.0,405801.0,622.0,652.4,3601.2,0.9465,5.5201,Moderate,0,Normal,Normal operation
2024-08-01,2024,8,Aug,Q3,PS7,2157938.0,387258.0,600.3,645.1,3594.9,0.9535,5.5724,Moderate,0,Normal,Normal operation
2024-09-01,2024,9,Sep,Q3,PS7,2071567.0,389773.0,538.0,724.5,3850.4,0.9446,5.3148,Efficient,0,Normal,Normal operation
2024-10-01,2024,10,Oct,Q4,PS7,1005747.0,193510.0,264.1,732.7,3808.1,0.9603,5.1974,Efficient,1,Maintenance_Period,Planned shutdown/maintenance; reduced throughput
2024-11-01,2024,11,Nov,Q4,PS7,1791485.0,326017.0,518.3,629.0,3456.3,0.9718,5.4951,Efficient,0,Normal,Normal operation
2024-12-01,2024,12,Dec,Q4,PS7,1855647.0,332742.0,494.7,672.6,3751.0,0.9617,5.5768,Moderate,0,Normal,Normal operation
